timestamp,recording-MBID
1149285099,0ba263e6-ffbe-4b8b-b620-e457483e5b7a
1178148413,553eaf26-9b48-4720-bc52-1a0cee56b238
1184012488,6a7cf8b1-b3e6-4331-a74a-2cbda7d5367b
1186758263,6a7cf8b1-b3e6-4331-a74a-2cbda7d5367b
1189555079,6a7cf8b1-b3e6-4331-a74a-2cbda7d5367b
1189555280,03f22451-112e-4a4c-ad4d-2f0045a95802
1189555530,1409f666-b38c-4aaa-bd29-2d5a528b6733
1190493308,6a7cf8b1-b3e6-4331-a74a-2cbda7d5367b
1190493518,03f22451-112e-4a4c-ad4d-2f0045a95802
1190493779,1409f666-b38c-4aaa-bd29-2d5a528b6733
1190494910,553eaf26-9b48-4720-bc52-1a0cee56b238
1202347281,6a7cf8b1-b3e6-4331-a74a-2cbda7d5367b
1203413554,03f22451-112e-4a4c-ad4d-2f0045a95802
1203413805,1409f666-b38c-4aaa-bd29-2d5a528b6733
1203617895,6a7cf8b1-b3e6-4331-a74a-2cbda7d5367b
1203618105,03f22451-112e-4a4c-ad4d-2f0045a95802
1203618346,1409f666-b38c-4aaa-bd29-2d5a528b6733
1203619652,553eaf26-9b48-4720-bc52-1a0cee56b238
1207931856,553eaf26-9b48-4720-bc52-1a0cee56b238
1209432019,03f22451-112e-4a4c-ad4d-2f0045a95802
1209432299,03f22451-112e-4a4c-ad4d-2f0045a95802
1209432560,03f22451-112e-4a4c-ad4d-2f0045a95802
1209514249,03f22451-112e-4a4c-ad4d-2f0045a95802
1209670782,03f22451-112e-4a4c-ad4d-2f0045a95802
1209996794,03f22451-112e-4a4c-ad4d-2f0045a95802
1210810496,03f22451-112e-4a4c-ad4d-2f0045a95802
1211388109,03f22451-112e-4a4c-ad4d-2f0045a95802
1212576949,03f22451-112e-4a4c-ad4d-2f0045a95802
1239196126,0ba263e6-ffbe-4b8b-b620-e457483e5b7a
1278519736,04f94269-e29f-432a-a0cd-44f1c63c18c8
1278521162,4ec9d569-8925-4dbf-937b-ed4ae1b78739
1205158203,a526a2bf-8863-41eb-8067-30e608bb8d81
1206377854,190ab760-cec2-4f8a-8412-a991d980ecb5
1215543379,03757044-b9ea-4072-945b-87062d9284d1
1220541489,709c9716-1f37-46c3-a984-1829c09f67e3
1220556555,709c9716-1f37-46c3-a984-1829c09f67e3
1227198727,a526a2bf-8863-41eb-8067-30e608bb8d81
1228429605,709c9716-1f37-46c3-a984-1829c09f67e3
1231842876,a526a2bf-8863-41eb-8067-30e608bb8d81
1238274408,1b8ca02e-db5f-4597-961e-8ba081e109d2
1243726967,709c9716-1f37-46c3-a984-1829c09f67e3
1248860661,a526a2bf-8863-41eb-8067-30e608bb8d81
1251790250,a526a2bf-8863-41eb-8067-30e608bb8d81
1328031748,709c9716-1f37-46c3-a984-1829c09f67e3
1328074054,709c9716-1f37-46c3-a984-1829c09f67e3
1328117118,709c9716-1f37-46c3-a984-1829c09f67e3
1329152360,709c9716-1f37-46c3-a984-1829c09f67e3
1330113712,709c9716-1f37-46c3-a984-1829c09f67e3
1330988585,709c9716-1f37-46c3-a984-1829c09f67e3
1337585296,709c9716-1f37-46c3-a984-1829c09f67e3
1337700118,709c9716-1f37-46c3-a984-1829c09f67e3
1342588451,709c9716-1f37-46c3-a984-1829c09f67e3
1345207650,709c9716-1f37-46c3-a984-1829c09f67e3
1202361594,93902f22-c4a5-4db2-a894-a92a01e4e690
1202373597,93902f22-c4a5-4db2-a894-a92a01e4e690
1203836937,1b85225f-b309-4bd2-90fc-9266d256ec56
1205028451,26536912-be91-4677-b777-7432820e1cc2
1205030077,65c371a5-b3b7-4c72-a12b-b5cb4e0577fa
1208414457,f1b679e5-ba74-45ba-ade1-367bf4129c3f
1210208335,78dc3ce4-c92c-4640-bde0-abd0315a389a
1210208483,78dc3ce4-c92c-4640-bde0-abd0315a389a
1210478880,9269fc1e-40e6-4397-8418-ea1458293f8a
1210479088,9269fc1e-40e6-4397-8418-ea1458293f8a
1210632253,0450a584-b6ba-4d8b-85a1-e01d787ee021
1210632468,0450a584-b6ba-4d8b-85a1-e01d787ee021
1210661673,f1b679e5-ba74-45ba-ade1-367bf4129c3f
1210661939,f1b679e5-ba74-45ba-ade1-367bf4129c3f
1211570066,9269fc1e-40e6-4397-8418-ea1458293f8a
1211787458,9269fc1e-40e6-4397-8418-ea1458293f8a
1212916922,9269fc1e-40e6-4397-8418-ea1458293f8a
1212917129,9269fc1e-40e6-4397-8418-ea1458293f8a
1214923788,9269fc1e-40e6-4397-8418-ea1458293f8a
1217426425,9269fc1e-40e6-4397-8418-ea1458293f8a
1217828202,9269fc1e-40e6-4397-8418-ea1458293f8a
1217976378,9269fc1e-40e6-4397-8418-ea1458293f8a
1219632339,9269fc1e-40e6-4397-8418-ea1458293f8a
1221244115,f1b679e5-ba74-45ba-ade1-367bf4129c3f
1221761381,9269fc1e-40e6-4397-8418-ea1458293f8a
1222067900,f1b679e5-ba74-45ba-ade1-367bf4129c3f
1222068301,f1b679e5-ba74-45ba-ade1-367bf4129c3f
1222829866,f1b679e5-ba74-45ba-ade1-367bf4129c3f
1222976391,f1b679e5-ba74-45ba-ade1-367bf4129c3f
1223183350,f1b679e5-ba74-45ba-ade1-367bf4129c3f
1224287397,9269fc1e-40e6-4397-8418-ea1458293f8a
1224630221,f1b679e5-ba74-45ba-ade1-367bf4129c3f
1226566570,f1b679e5-ba74-45ba-ade1-367bf4129c3f
