timestamp,artist-MBID
1218389884,184473bc-54cd-4fc6-af62-cd43b5bf4651
1218401964,184473bc-54cd-4fc6-af62-cd43b5bf4651
1218881141,184473bc-54cd-4fc6-af62-cd43b5bf4651
1232638364,184473bc-54cd-4fc6-af62-cd43b5bf4651
1242206498,3ba4b994-ef21-4b9b-b0ed-b5b45530befc
1249899165,184473bc-54cd-4fc6-af62-cd43b5bf4651
1257703641,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1257703745,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1257703916,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1257704075,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1257704327,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1257704494,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1257704610,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1257704922,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1257705102,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1257705423,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1257705599,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1257705812,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1257705979,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1257948443,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1257948552,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1257948724,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1257948882,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1257949135,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1257949301,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1257949417,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1257949729,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1257949909,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1257950230,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1257950406,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1257950619,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1257950787,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1257967125,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1257967236,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1257967408,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1257967567,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1257967820,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1257967987,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1257968104,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1264425013,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1264425122,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1264425293,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1264425452,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1264425705,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1264425871,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1264425987,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1264426299,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1264426479,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1264426800,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1264426975,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1264427189,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1264427357,32c91695-1a31-4ec5-a12e-9e3870b64dbd
1288045793,0082d740-b0f8-4261-87ad-261c31b5f036
1204460089,8c09c5f5-01df-45bb-82c6-76571616977e
1204477971,8c09c5f5-01df-45bb-82c6-76571616977e
1205129643,dba29f12-ba21-4933-8219-521c0ff29075
1205862072,7acf01d4-2813-4da5-b036-afd05ff5208f
1205882413,40df8011-666d-43e5-b8be-b6abf648667f
1206032235,7acf01d4-2813-4da5-b036-afd05ff5208f
1206102754,40df8011-666d-43e5-b8be-b6abf648667f
1206903161,698fa763-91a2-4eed-81ab-cfba3907ee10
1225468317,698fa763-91a2-4eed-81ab-cfba3907ee10
1225474632,698fa763-91a2-4eed-81ab-cfba3907ee10
1225540033,698fa763-91a2-4eed-81ab-cfba3907ee10
1225578407,698fa763-91a2-4eed-81ab-cfba3907ee10
1227800211,cc3cae00-506f-49f5-8fba-e34b39c7c6b1
1229294320,698fa763-91a2-4eed-81ab-cfba3907ee10
1230492520,698fa763-91a2-4eed-81ab-cfba3907ee10
1231876896,40df8011-666d-43e5-b8be-b6abf648667f
1232047632,0082d740-b0f8-4261-87ad-261c31b5f036
1233008498,0282d2c8-36fa-4993-9e65-d61e60c3c7b3
1234913769,5a1283bf-81d5-4700-8919-683eeaaf2beb
1234914191,5a1283bf-81d5-4700-8919-683eeaaf2beb
1234914462,5a1283bf-81d5-4700-8919-683eeaaf2beb
1234914753,5a1283bf-81d5-4700-8919-683eeaaf2beb
1234915023,5a1283bf-81d5-4700-8919-683eeaaf2beb
1234915266,5a1283bf-81d5-4700-8919-683eeaaf2beb
